"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Abra",7.45317543168589,-6.12398596667952,2.00961086907581,-3.0473491465021,0.00230869375355272,0.0481043640074296
"Gm49210",23.6746890890544,-24.0575685303374,3.00425510412305,-8.00783145789473,1.16748753785845e-15,4.61536222060959e-13
"4930402D18Rik",18.9085834195868,-23.7512531732235,3.00452768426157,-7.9051537110602,2.6760318298355e-15,7.38534293867997e-13
"Ly6c1",28.4048513651826,-7.33938359044998,1.71785585545452,-4.2724094499233,1.93372086495388e-05,0.00145796572637528
"Gm49413",24.6403491355061,8.32020975706171,1.41911623824967,5.86295155590906,4.54710918026425e-09,5.99194288105632e-07
"Cpsf1",115.703582719855,-1.77953385235167,0.464191075156902,-3.83362358216423,0.000126269317985569,0.00679022541976072
"Pvalb",70.1528761678055,-9.3511750720578,2.00990552768429,-4.65254458145191,3.27863824399344e-06,0.000307414369198026
"Fam227a",14.1497751197365,4.35037214326585,1.36587178386237,3.18505162392621,0.00144728187724196,0.0356988061018856
"Grap2",33.6776460688699,-5.7474763831718,1.37493636714277,-4.18017627616872,2.91283209347935e-05,0.00210920767481795
"A430088P11Rik",16.7394466865165,7.75278733916435,1.82393918134241,4.25057338450196,2.1322395921335e-05,0.00159123818949677
"Arfgap3",65.7023589395266,3.44850907660472,0.865290727058451,3.98537620798029,6.73732951040303e-05,0.00410612161452772
"Bik",64.6565392363467,3.12309159676558,0.702316005047346,4.44684668200754,8.71399846640664e-06,0.000741044509117035
"Slc2a13",21.6255313472372,6.90625550024585,1.77296078801549,3.89532331844529,9.80678263851988e-05,0.005688666897308
"Ano6",57.3156395808792,-2.88525817725239,0.86314572850521,-3.34272427235325,0.000829602869607137,0.0250197962345229
"Gm49173",15.3966264786517,7.6225642547309,2.43290743039264,3.13310903633548,0.00172965175271657,0.0396873794494718
"Olfr281",15.206559757776,7.60706654688802,2.40388165259262,3.1644929519237,0.00155353424754441,0.0373742523665001
"Gm25057",14.550987953093,6.77872660780238,2.03360959624567,3.33334707916252,0.000858078267557741,0.0256145118766675
"Gm49474",22.6174364650854,5.86142814767665,1.81423893806039,3.2307917246794,0.00123447857647563,0.0328303966147438
"Scn8a",53.2093003103008,3.9524823191961,1.08708140431393,3.63586600185713,0.000277048326233365,0.0122428576066932
"Gm9918",16.3457966730003,7.71109795484541,2.39730040226792,3.21657558958839,0.00129730353644084,0.0334667704189069
"Nlrc3",20.6052188668752,-5.82016683185962,1.29997466192314,-4.47713867226416,7.56501137490659e-06,0.000654753972667211
"Fgd4",63.0760961547208,2.47188148538433,0.670797111262001,3.68499124978918,0.000228710497699991,0.010688014216798
"Lrrc74b",20.138437398239,-23.8332988098063,3.00444501693533,-7.9326793053172,2.14467741062883e-15,6.4020809153608e-13
"Gm49588",15.3731747331522,-23.4353164715155,3.00483920865409,-7.79919151880758,6.23050460672014e-15,1.08492370098209e-12
"Igf2bp2",15.9797573571818,4.49167682433246,1.41167471512775,3.18180723660974,0.00146359195179407,0.0359193950988119
"Gm49756",7.54100822566527,6.58935216104903,1.92710468109557,3.41930162159274,0.000627820922421935,0.020636262094979
"Gm49702",25.5000379900316,8.36248148776262,1.77554310742139,4.70981608546098,2.4794042047403e-06,0.000241774968684909
"Csta1",20.6675492683808,-7.5656370076352,2.34914207898209,-3.22059575507389,0.0012792444957048,0.0334667704189069
"Maats1",13.6195181592657,7.45215652150509,2.07470616062175,3.59190938116837,0.000328264004868647,0.0138372265107023
